Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","137","Maurice","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","49","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","5171","Alimentation pour touristes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","48","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","37.94","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","128","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","13.07","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","8.05","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","5","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","24","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","6","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","22","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","22","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","5.14","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","11","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","1.59","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.51","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3249","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","972","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","9","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","4214","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","4214","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","33.77","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","128","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","9.6","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","9.63","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","10","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","9","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","5123","Pertes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","9","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","2.77","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","9","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.95","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.59","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","4","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","8","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","10","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","10","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","15.97","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","55","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.78","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","273","Mont?n?gro","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","3.37","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","92","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","24","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","115","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","115","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","4.02","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","14","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","1.35","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.91","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1733","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1733","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","5123","Pertes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","72","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1662","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","31.13","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","117","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","10.2","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","8.17","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","10","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","29","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","12","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","27","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","27","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","11.36","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","39","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","4.18","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","2.35","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","58","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","58","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","5171","Alimentation pour touristes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","58","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","2.09","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","7","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.7","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","149","N?pal","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.45","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","143","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","6","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","11","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","138","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","138","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","21.59","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","93","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","6.91","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","7.08","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","158","Niger","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","18","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","158","Niger","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","158","Niger","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-2","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","158","Niger","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","158","Niger","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","23","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","158","Niger","5123","Pertes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","158","Niger","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","158","Niger","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","23","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","158","Niger","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","1.06","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","158","Niger","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","4","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","158","Niger","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.36","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","158","Niger","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.22","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","258","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","16","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","273","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","273","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","1.43","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","3","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.45","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","159","Nig?ria","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.14","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","162","Norv?ge","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","101","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","162","Norv?ge","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","162","Norv?ge","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-8","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","162","Norv?ge","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","162","Norv?ge","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","111","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","162","Norv?ge","5131","Traitement","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","162","Norv?ge","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
